ntab	code	nfocal	day	month	year	individual	group	length_focalsec	length_focalh
4	Ti202	202	31	10	2018	Bonacca	F	1807	0.501944444
4	Ti208	208	1	11	2018	Oman	B	1806	0.501666667
5	Ti209	209	1	11	2018	Tilos	B	1807	0.501944444
6	Ti210	210	1	11	2018	Buru	B	2049	0.569166667
5	Ti211	211	1	11	2018	Rinca	B	1810	0.502777778
4	Ti212	212	1	11	2018	Bora	B	1809	0.5025
4	Ti213	213	1	11	2018	Latalata	B	1818	0.505
4	Ti214	214	2	11	2018	Caicos	F	1811	0.503055556
4	Ti215	215	2	11	2018	Mayaguana	F	1873	0.520277778
4	Ti216	216	2	11	2018	Pinos	F	1808	0.502222222
4	Ti217	217	2	11	2018	Bora	B	1818	0.505
5	Ti218	218	2	11	2018	Aloha	B	1834	0.509444444
5	Ti219	219	2	11	2018	Rinca	B	1981	0.550277778
5	Ti220	220	2	11	2018	Tilos	B	1802	0.500555556
5	Ti221	221	2	11	2018	Adonara	B	1886	0.523888889
4	Ti222	222	2	11	2018	Bangladesh	B	1817	0.504722222
5	Ti229	229	4	11	2018	Lefkada	A	1822	0.506111111
6	Ti230	230	4	11	2018	Luzon	A	1810	0.502777778
6	Ti231	231	4	11	2018	Isabella	A	1821	0.505833333
6	Ti232	232	4	11	2018	Paros	A	1816	0.504444444
4	Ti233	233	4	11	2018	Thassos	A	1820	0.505555556
4	P285	285	15	11	2018	Tortuga	F	1838	0.510555556
4	P286	286	15	11	2018	Pinos	F	1831	0.508611111
4	P287	287	15	11	2018	Bonacca	F	1860	0.516666667
4	P288	288	15	11	2018	Mayaguana	F	1844	0.512222222
4	P289	289	15	11	2018	Caicos	F	1876	0.521111111
4	P290	290	16	11	2018	Latalata	B	1852	0.514444444
4	P291	291	16	11	2018	Jaco	B	1881	0.5225
4	P292	292	16	11	2018	Bangladesh	B	1833	0.509166667
4	P293	293	16	11	2018	Oman	B	1861	0.516944444
4	P294	294	16	11	2018	Buru	B	1860	0.516666667
4	P295	295	18	11	2018	Taji	J	1849	0.513611111
4	P296	296	18	11	2018	Armenia	J	1860	0.516666667
4	P297	297	18	11	2018	Cambodia	J	1874	0.520555556
4	P298	298	18	11	2018	Bahrain	J	1875	0.520833333
4	P299	299	18	11	2018	Pakistan	J	1841	0.511388889
4	P300	300	18	11	2018	Syria	J	1866	0.518333333
4	P301	301	19	11	2018	Lefkada	A	1833	0.509166667
5	P302	302	19	11	2018	Luzon	A	1847	0.513055556
5	P303	303	19	11	2018	Isabella	A	1836	0.51
5	P304	304	19	11	2018	Thassos	A	1834	0.509444444
5	P305	305	19	11	2018	Paros	A	1833	0.509166667
5	P306	306	18	11	2018	Bonacca	F	1842	0.511666667
5	P307	307	18	11	2018	Pinos	F	1845	0.5125
5	P308	308	18	11	2018	Caicos	F	1831	0.508611111
5	P309	309	18	11	2018	Mayaguana	F	1854	0.515
4	P310	310	18	11	2018	Lucia	F	1877	0.521388889
4	P311	311	18	11	2018	Tortuga	F	1876	0.521111111
4	P312	312	19	11	2018	Latalata	B	1844	0.512222222
5	P313	313	19	11	2018	Adonara	B	1846	0.512777778
5	P314	314	19	11	2018	Bora	B	1874	0.520555556
4	P315	315	19	11	2018	Jaco	B	1849	0.513611111
4	P316	316	19	11	2018	Oman	B	1841	0.511388889
4	P317	317	19	11	2018	Buru	B	1878	0.521666667
4	M346	346	20	11	2018	Tilos	B	1819	0.505277778
4	M347	347	20	11	2018	Bangladesh	B	1813	0.503611111
4	M348	348	20	11	2018	Bora	B	1832	0.508888889
5	M349	349	20	11	2018	Aloha	B	1815	0.504166667
4	M350	350	20	11	2018	Latalata	B	1817	0.504722222
4	M351	351	20	11	2018	Jaco	B	1695	0.470833333
5	M352	352	20	11	2018	Paros	A	1812	0.503333333
5	M353	353	20	11	2018	Lefkada	A	1816	0.504444444
4	M354	354	20	11	2018	Isabella	A	1812	0.503333333
4	M355	355	20	11	2018	Luzon	A	1814	0.503888889
5	M356	356	20	11	2018	Thassos	A	1819	0.505277778
5	M357	357	21	11	2018	Pinos	F	1826	0.507222222
5	M358	358	21	11	2018	Bonacca	F	1823	0.506388889
5	M359	359	21	11	2018	Lucia	F	1813	0.503611111
5	M360	360	21	11	2018	Tortuga	F	1813	0.503611111
4	M361	361	21	11	2018	Caicos	F	1817	0.504722222
5	M362	362	21	11	2018	Mayaguana	F	1832	0.508888889
4	M363	363	22	11	2018	Jaco	B	1813	0.503611111
5	M364	364	22	11	2018	Bangladesh	B	1811	0.503055556
4	M365	365	22	11	2018	Buru	B	1814	0.503888889
5	M366	366	22	11	2018	Adonara	B	1811	0.503055556
4	M367	367	22	11	2018	Rinca	B	1814	0.503888889
4	M368	368	22	11	2018	Oman	B	1823	0.506388889
4	M369	369	23	11	2018	Kuwait	J	1811	0.503055556
5	M370	370	23	11	2018	Syria	J	1813	0.503611111
4	M371	371	23	11	2018	Cambodia	J	1819	0.505277778
4	M372	372	23	11	2018	Colanta	J	1814	0.503888889
4	M373	373	23	11	2018	Mongolei	J	1811	0.503055556
4	M374	374	23	11	2018	Armenia	J	1872	0.52
4	M375	375	24	11	2018	Cambodia	J	1813	0.503611111
4	M376	376	24	11	2018	Pakistan	J	1808	0.502222222
4	M377	377	24	11	2018	Colanta	J	1811	0.503055556
4	M378	378	24	11	2018	Afganistan	J	1812	0.503333333
4	M379	379	24	11	2018	Bahrain	J	1821	0.505833333
4	M380	380	24	11	2018	Taji	J	1820	0.505555556
4	M381	381	26	11	2018	Kuwait	J	1805	0.501388889
4	M382	382	26	11	2018	Mongolei	J	1816	0.504444444
4	M383	383	26	11	2018	Armenia	J	1826	0.507222222
4	M384	384	26	11	2018	Pakistan	J	1813	0.503611111
4	M385	385	26	11	2018	Taji	J	1820	0.505555556
4	M386	386	26	11	2018	Afganistan	J	1810	0.502777778
4	Ti244	244	27	11	2018	Luzon	A	1802	0.500555556
5	Ti245	245	27	11	2018	Thassos	A	1804	0.501111111
6	Ti246	246	27	11	2018	Isabella	A	1808	0.502222222
6	Ti247	247	27	11	2018	Paros	A	1810	0.502777778
5	Ti248	248	27	11	2018	Lefkada	A	1803	0.500833333
5	Ti249	249	27	11	2018	Bora	B	1805	0.501388889
5	Ti250	250	27	11	2018	Buru	B	1813	0.503611111
5	Ti251	251	27	11	2018	Oman	B	1806	0.501666667
4	Ti252	252	27	11	2018	Aloha	B	1811	0.503055556
4	Ti253	253	27	11	2018	Bangladesh	B	1799	0.499722222
4	Ti254	254	27	11	2018	Adonara	B	1763	0.489722222
4	Ti255	255	28	11	2018	Pinos	F	1837	0.510277778
5	Ti256	256	28	11	2018	Mayaguana	F	1838	0.510555556
5	Ti257	257	28	11	2018	Caicos	F	1753	0.486944444
4	Ti258	258	28	11	2018	Bonacca	F	1819	0.505277778
4	Ti259	259	28	11	2018	Lucia	F	1802	0.500555556
3	Ti260	260	28	11	2018	Tortuga	F	1793	0.498055556
6	Ti261	261	28	11	2018	Lefkada	A	1802	0.500555556
7	Ti262	262	28	11	2018	Luzon	A	1802	0.500555556
5	Ti263	263	28	11	2018	Thassos	A	1801	0.500277778
7	Ti264	264	28	11	2018	Paros	A	1802	0.500555556
4	Ti265	265	28	11	2018	Isabella	A	1808	0.502222222
4	P318	318	5	2	2019	Bora	B	1834	0.509444444
6	P319	319	5	2	2019	Bangladesh	B	1882	0.522777778
6	P320	320	5	2	2019	Latalata	B	1833	0.509166667
5	P321	321	5	2	2019	Jaco	B	1820	0.505555556
7	P322	322	5	2	2019	Oman	B	1797	0.499166667
5	P323	323	8	2	2019	Jaco	B	1849	0.513611111
4	P324	324	8	2	2019	Oman	B	1879	0.521944444
5	P325	325	8	2	2019	Adonara	B	1848	0.513333333
6	P326	326	8	2	2019	Aloha	B	1952	0.542222222
5	P327	327	8	2	2019	Bangladesh	B	1912	0.531111111
4	P328	328	8	2	2019	Bora	B	1726	0.479444444
5	P329	329	9	2	2019	Oman	B	1870	0.519444444
5	P330	330	9	2	2019	Latalata	B	1850	0.513888889
6	P331	331	9	2	2019	Jaco	B	1844	0.512222222
5	P332	332	9	2	2019	Bora	B	1843	0.511944444
5	P333	333	9	2	2019	Aloha	B	1843	0.511944444
5	P334	334	9	2	2019	Bangladesh	B	1844	0.512222222
5	P335	335	10	2	2019	Caicos	F	1885	0.523611111
6	P336	336	10	2	2019	Mayaguana	F	1842	0.511666667
6	P337	337	10	2	2019	Lucia	F	1891	0.525277778
5	P338	338	10	2	2019	Tortuga	F	1879	0.521944444
5	P339	339	10	2	2019	Pinos	F	1889	0.524722222
6	P340	340	10	2	2019	Bonacca	F	1839	0.510833333
5	P341	341	11	2	2019	Latalata	B	1847	0.513055556
5	P342	342	11	2	2019	Jaco	B	1898	0.527222222
5	P343	343	11	2	2019	Bangladesh	B	1872	0.52
5	P344	344	11	2	2019	Bora	B	1871	0.519722222
4	P345	345	11	2	2019	Aloha	B	1835	0.509722222
5	P346	346	11	2	2019	Mayaguana	F	1855	0.515277778
6	P347	347	11	2	2019	Caicos	F	1852	0.514444444
5	P348	348	11	2	2019	Pinos	F	1835	0.509722222
5	P349	349	11	2	2019	Bonacca	F	1848	0.513333333
6	Ta180	180	12	2	2019	Tortuga	F	1772	0.492222222
5	Ta181	181	12	2	2019	Bonacca	F	1849	0.513611111
6	Ta182	182	12	2	2019	Caicos	F	1792	0.497777778
4	Ta183	183	12	2	2019	Mayaguana	F	1842	0.511666667
4	Ta184	184	12	2	2019	Lucia	F	1803	0.500833333
6	M387	387	12	2	2019	Mayaguana	F	1846	0.512777778
6	M388	388	12	2	2019	Pinos	F	1812	0.503333333
6	M389	389	12	2	2019	Caicos	F	1810	0.502777778
6	M390	390	12	2	2019	Lucia	F	1821	0.505833333
5	M391	391	12	2	2019	Bonacca	F	1810	0.502777778
5	M392	392	12	2	2019	Tortuga	F	1815	0.504166667
5	M393	393	12	2	2019	Bangladesh	B	1813	0.503611111
6	M394	394	12	2	2019	Jaco	B	1811	0.503055556
6	M395	395	12	2	2019	Oman	B	1809	0.5025
5	M396	396	12	2	2019	Latalata	B	1813	0.503611111
5	M397	397	12	2	2019	Bora	B	1811	0.503055556
4	M398	398	12	2	2019	Aloha	B	1824	0.506666667
6	M399	399	13	2	2019	Mayaguana	F	1814	0.503888889
6	M400	400	13	2	2019	Lucia	F	1812	0.503333333
6	M401	401	13	2	2019	Tortuga	F	1811	0.503055556
4	M402	402	13	2	2019	Bonacca	F	1810	0.502777778
4	M403	403	13	2	2019	Caicos	F	1815	0.504166667
6	M404	404	14	2	2019	Oman	B	1814	0.503888889
6	M405	405	14	2	2019	Bora	B	1818	0.505
4	M406	406	14	2	2019	Latalata	B	1830	0.508333333
7	M407	407	14	2	2019	Aloha	B	1814	0.503888889
4	M408	408	14	2	2019	Jaco	B	1800	0.5
4	M409	409	14	2	2019	Bangladesh	B	1814	0.503888889
4	Ta185	185	14	2	2019	Pakistan	J	1815	0.504166667
5	Ta186	186	14	2	2019	Kuwait	J	1799	0.499722222
5	M410	410	14	2	2019	Caicos	F	1818	0.505
6	M411	411	14	2	2019	Lucia	F	1799	0.499722222
6	M412	412	14	2	2019	Mayaguana	F	1817	0.504722222
6	M413	413	14	2	2019	Bonacca	F	1814	0.503888889
5	M414	414	14	2	2019	Tortuga	F	1816	0.504444444
4	M415	415	14	2	2019	Pinos	F	1815	0.504166667
6	M416	416	15	2	2019	Lucia	F	1816	0.504444444
6	M417	417	15	2	2019	Caicos	F	1809	0.5025
6	M418	418	15	2	2019	Bonacca	F	1816	0.504444444
6	M419	419	15	2	2019	Mayaguana	F	1814	0.503888889
5	M420	420	15	2	2019	Tortuga	F	1809	0.5025
5	M421	421	15	2	2019	Pinos	F	1818	0.505
5	Ta187	187	15	2	2019	Aloha	B	1813	0.503611111
6	Ta188	188	15	2	2019	Oman	B	1815	0.504166667
6	Ta189	189	15	2	2019	Bangladesh	B	1802	0.500555556
6	Ta190	190	15	2	2019	Latalata	B	1820	0.505555556
4	Ta191	191	15	2	2019	Jaco	B	1801	0.500277778
5	M422	422	15	2	2019	Cambodia	J	1845	0.5125
5	M423	423	15	2	2019	Colanta	J	1804	0.501111111
5	M424	424	15	2	2019	Mongolei	J	1845	0.5125
4	M425	425	15	2	2019	Bahrain	J	1809	0.5025
4	M426	426	15	2	2019	Kuwait	J	1810	0.502777778
5	M427	427	16	2	2019	Mongolei	J	1814	0.503888889
5	M428	428	16	2	2019	Pakistan	J	1817	0.504722222
4	M429	429	16	2	2019	Kasachstan	J	1815	0.504166667
5	M430	430	16	2	2019	Afganistan	J	1815	0.504166667
4	M431	431	16	2	2019	Colanta	J	1812	0.503333333
4	Ta192	192	16	2	2019	Bahrain	J	1817	0.504722222
5	Ta193	193	16	2	2019	Syria	J	1860	0.516666667
4	Ta194	194	16	2	2019	Kuwait	J	1837	0.510277778
4	Ta195	195	16	2	2019	Cambodia	J	1814	0.503888889
6	M432	432	16	2	2019	Bora	B	1820	0.505555556
7	M433	433	16	2	2019	Bangladesh	B	1816	0.504444444
6	M434	434	16	2	2019	Jaco	B	1808	0.502222222
5	M435	435	16	2	2019	Latalata	B	1849	0.513611111
5	M436	436	16	2	2019	Aloha	B	1811	0.503055556
5	M437	437	17	2	2019	Jaco	B	1812	0.503333333
5	M438	438	17	2	2019	Aloha	B	1804	0.501111111
5	M439	439	17	2	2019	Oman	B	1812	0.503333333
5	M440	440	17	2	2019	Latalata	B	1807	0.501944444
5	M441	441	17	2	2019	Bora	B	1782	0.495
7	Ta196	196	18	2	2019	Aloha	B	1819	0.505277778
5	Ta197	197	18	2	2019	Bora	B	1920	0.533333333
5	Ta198	198	18	2	2019	Jaco	B	1813	0.503611111
5	Ta199	199	18	2	2019	Oman	B	1801	0.500277778
4	M442	442	18	2	2019	Armenia	J	1822	0.506111111
5	M443	443	18	2	2019	Cambodia	J	1793	0.498055556
5	M444	444	18	2	2019	Pakistan	J	1810	0.502777778
5	M445	445	18	2	2019	Colanta	J	1811	0.503055556
5	M446	446	18	2	2019	Syria	J	1817	0.504722222
4	M447	447	18	2	2019	Kuwait	J	1801	0.500277778
6	M448	448	18	2	2019	Caicos	F	1803	0.500833333
6	M449	449	18	2	2019	Bonacca	F	1795	0.498611111
6	M450	450	18	2	2019	Tortuga	F	1850	0.513888889
6	M451	451	18	2	2019	Pinos	F	1802	0.500555556
5	M452	452	18	2	2019	Mayaguana	F	1811	0.503055556
5	Ti266	266	19	2	2019	Bangladesh	B	1843	0.511944444
5	Ti267	267	19	2	2019	Oman	B	1839	0.510833333
6	Ti268	268	19	2	2019	Bora	B	1837	0.510277778
6	Ti269	269	19	2	2019	Jaco	B	1839	0.510833333
6	Ti270	270	19	2	2019	Latalata	B	1843	0.511944444
6	Ti271	271	19	2	2019	Aloha	B	1834	0.509444444
6	Ti272	272	21	2	2019	Tortuga	F	1805	0.501388889
7	Ti273	273	21	2	2019	Bonacca	F	1806	0.501666667
7	Ti274	274	21	2	2019	Mayaguana	F	1806	0.501666667
7	Ti275	275	21	2	2019	Caicos	F	1812	0.503333333
5	TI276	276	21	2	2019	Lucia	F	1811	0.503055556
4	Ti277	277	21	2	2019	Armenia	J	1803	0.500833333
5	Ti278	278	21	2	2019	Afganistan	J	1806	0.501666667
5	Ti279	279	21	2	2019	Taji	J	1804	0.501111111
5	Ti280	280	21	2	2019	Kasachstan	J	1815	0.504166667
4	Ti281	281	21	2	2019	Syria	J	1802	0.500555556
5	Ti282	282	21	2	2019	Cambodia	J	1804	0.501111111
5	Ta200	200	21	2	2019	Jaco	B	1842	0.511666667
6	Ta201	201	21	2	2019	Bangladesh	B	1827	0.5075
6	Ta202	202	21	2	2019	Latalata	B	1874	0.520555556
5	Ta203	203	21	2	2019	Aloha	B	1835	0.509722222
5	Ta204	204	21	2	2019	Bora	B	1807	0.501944444
5	Ti283	283	22	2	2019	Bora	B	1813	0.503611111
6	Ti284	284	22	2	2019	Latalata	B	1806	0.501666667
6	Ti285	285	22	2	2019	Jaco	B	1805	0.501388889
6	Ti286	286	22	2	2019	Oman	B	1805	0.501388889
5	Ti287	287	22	2	2019	Aloha	B	1815	0.504166667
5	Ti288	288	22	2	2019	Bangladesh	B	1800	0.5
4	Ti289	289	22	2	2019	Afganistan	J	1803	0.500833333
6	Ti290	290	22	2	2019	Syria	J	1798	0.499444444
5	Ti291	291	22	2	2019	Kasachstan	J	1811	0.503055556
5	Ti292	292	22	2	2019	Colanta	J	1820	0.505555556
4	Ti293	293	22	2	2019	Pakistan	J	1804	0.501111111
4	Ti294	294	22	2	2019	Mongolei	J	1814	0.503888889
4	Ta205	205	23	2	2019	Colanta	J	1803	0.500833333
5	Ta206	206	23	2	2019	Armenia	J	1805	0.501388889
5	Ta207	207	23	2	2019	Cambodia	J	1807	0.501944444
4	Ta208	208	23	2	2019	Afganistan	J	1824	0.506666667
4	Ta209	209	23	2	2019	Bahrain	J	1819	0.505277778
6	Ti295	295	23	2	2019	Aloha	B	1857	0.515833333
6	Ti296	296	23	2	2019	Latalata	B	1746	0.485
6	Ti297	297	23	2	2019	Bora	B	1797	0.499166667
6	Ti298	298	23	2	2019	Bangladesh	B	1813	0.503611111
5	Ti299	299	23	2	2019	Oman	B	1802	0.500555556
4	Ti300	300	24	2	2019	Bahrain	J	1819	0.505277778
5	Ti301	301	24	2	2019	Armenia	J	1812	0.503333333
5	Ti302	302	24	2	2019	Syria	J	1810	0.502777778
5	Ti303	303	24	2	2019	Mongolei	J	1811	0.503055556
5	Ti304	304	24	2	2019	Pakistan	J	1754	0.487222222
5	Ti305	305	24	2	2019	Taji	J	1805	0.501388889
6	Ti306	306	24	2	2019	Tortuga	F	1804	0.501111111
6	Ti307	307	24	2	2019	Pinos	F	1803	0.500833333
6	Ti308	308	24	2	2019	Caicos	F	1803	0.500833333
6	Ti309	309	24	2	2019	Mayaguana	F	1805	0.501388889
5	Ti310	310	24	2	2019	Bonacca	F	1809	0.5025
5	Ti311	311	24	2	2019	Lucia	F	1803	0.500833333
7	Ti312	312	25	2	2019	Oman	B	1809	0.5025
7	Ti313	313	25	2	2019	Bora	B	1806	0.501666667
6	Ti314	314	25	2	2019	Aloha	B	1803	0.500833333
6	Ti315	315	25	2	2019	Bangladesh	B	1816	0.504444444
7	Ti316	316	25	2	2019	Latalata	B	1805	0.501388889
6	Ti317	317	25	2	2019	Jaco	B	1803	0.500833333
6	Ta210	210	27	2	2019	Aloha	B	1811	0.503055556
6	Ta211	211	27	2	2019	Bora	B	1808	0.502222222
6	Ta212	212	27	2	2019	Oman	B	1845	0.5125
4	P350	350	13	11	2018	Isabella	A	1836	0.51
5	P352	352	13	11	2018	Thassos	A	1840	0.511111111
4	P353	353	13	11	2018	Luzon	A	1839	0.510833333
4	P354	354	13	11	2018	Paros	A	1843	0.511944444
4	P355	355	13	11	2018	Tilos	B	1855	0.515277778
5	P356	356	13	11	2018	Bora	B	1860	0.516666667
7	P357	357	13	11	2018	Oman	B	1854	0.515
6	P358	358	13	11	2018	Aloha	B	1844	0.512222222
5	P359	359	13	11	2018	Bangladesh	B	1854	0.515
4	P360	360	13	11	2018	Rinca	B	1851	0.514166667
4	P361	361	15	11	2018	Cambodia	J	1835	0.509722222
4	P362	362	15	11	2018	Mongolei	J	1837	0.510277778
4	P363	363	15	11	2018	Kuwait	J	1877	0.521388889
4	P364	364	15	11	2018	Bahrain	J	1856	0.515555556
4	P365	365	15	11	2018	Colanta	J	1838	0.510555556
4	P366	366	15	11	2018	Pakistan	J	1843	0.511944444
5	P367	367	16	11	2018	Luzon	A	1834	0.509444444
6	P368	368	16	11	2018	Lefkada	A	1856	0.515555556
6	P369	369	16	11	2018	Thassos	A	1839	0.510833333
5	P370	370	16	11	2018	Isabella	A	1836	0.51
5	P371	371	16	11	2018	Paros	A	1784	0.495555556
4	M453	453	4	12	2018	Afganistan	J	1810	0.502777778
4	M454	454	4	12	2018	Taji	J	1808	0.502222222
4	M455	455	4	12	2018	Kasachstan	J	1814	0.503888889
4	M456	456	4	12	2018	Syria	J	1815	0.504166667
4	M457	457	4	12	2018	Kuwait	J	1808	0.502222222
4	M458	458	4	12	2018	Mongolei	J	1810	0.502777778
5	M459	459	4	12	2018	Tortuga	F	1818	0.505
5	M460	460	4	12	2018	Caicos	F	1805	0.501388889
5	M461	461	4	12	2018	Mayaguana	F	1819	0.505277778
5	M462	462	4	12	2018	Lucia	F	1811	0.503055556
5	M463	463	4	12	2018	Pinos	F	1813	0.503611111
4	M464	464	4	12	2018	Bonacca	F	1813	0.503611111
4	M465	465	5	12	2018	Paros	A	1821	0.505833333
5	M466	466	5	12	2018	Lefkada	A	1816	0.504444444
4	M467	467	5	12	2018	Thassos	A	1813	0.503611111
5	M468	468	5	12	2018	Luzon	A	1817	0.504722222
3	M469	469	5	12	2018	Isabella	A	1811	0.503055556
4	M470	470	5	12	2018	Buru	B	1819	0.505277778
5	M471	471	5	12	2018	Oman	B	1811	0.503055556
5	M472	472	5	12	2018	Aloha	B	1819	0.505277778
5	M473	473	5	12	2018	Bangladesh	B	1823	0.506388889
4	M474	474	5	12	2018	Tilos	B	1809	0.5025
5	M475	475	5	12	2018	Adonara	B	1818	0.505
4	M476	476	6	12	2018	Bonacca	F	1816	0.504444444
4	M477	477	6	12	2018	Lucia	F	1810	0.502777778
5	M478	478	6	12	2018	Pinos	F	1816	0.504444444
5	M479	479	6	12	2018	Caicos	F	1812	0.503333333
5	M480	480	6	12	2018	Mayaguana	F	1816	0.504444444
4	M481	481	6	12	2018	Tortuga	F	1815	0.504166667
4	M482	482	7	12	2018	Oman	B	1821	0.505833333
4	M483	483	7	12	2018	Tilos	B	1821	0.505833333
4	M484	484	7	12	2018	Jaco	B	1813	0.503611111
4	M485	485	7	12	2018	Latalata	B	1811	0.503055556
4	M486	486	7	12	2018	Aloha	B	1806	0.501666667
4	M487	487	7	12	2018	Buru	B	1816	0.504444444
4	M488	488	8	12	2018	Mongolei	J	1810	0.502777778
4	M489	489	8	12	2018	Afganistan	J	1807	0.501944444
4	M490	490	8	12	2018	Taji	J	1813	0.503611111
4	M491	491	8	12	2018	Armenia	J	1864	0.517777778
4	M492	492	8	12	2018	Cambodia	J	1819	0.505277778
4	M493	493	8	12	2018	Bahrain	J	1819	0.505277778
4	M494	494	9	12	2018	Bangladesh	B	1810	0.502777778
4	M495	495	9	12	2018	Aloha	B	1811	0.503055556
4	M496	496	9	12	2018	Bora	B	1817	0.504722222
4	M497	497	9	12	2018	Buru	B	1821	0.505833333
4	M498	498	9	12	2018	Oman	B	1879	0.521944444
3	M499	499	9	12	2018	Latalata	B	1850	0.513888889
5	M500	500	10	12	2018	Pinos	F	1814	0.503888889
5	M501	501	10	12	2018	Caicos	F	1795	0.498611111
5	M502	502	10	12	2018	Tortuga	F	1799	0.499722222
5	M503	503	10	12	2018	Mayaguana	F	1820	0.505555556
5	M504	504	10	12	2018	Lucia	F	1815	0.504166667
5	M505	505	10	12	2018	Bonacca	F	1847	0.513055556
5	M506	506	10	12	2018	Pakistan	J	1811	0.503055556
4	M507	507	10	12	2018	Mongolei	J	1809	0.5025
4	M508	508	10	12	2018	Armenia	J	1811	0.503055556
4	M509	509	10	12	2018	Kasachstan	J	1850	0.513888889
6	M510	510	11	12	2018	Rinca	B	1819	0.505277778
4	M511	511	11	12	2018	Latalata	B	1817	0.504722222
4	M512	512	11	12	2018	Bora	B	1812	0.503333333
4	M513	513	12	12	2018	Colanta	J	1810	0.502777778
4	M514	514	12	12	2018	Kuwait	J	1810	0.502777778
4	M515	515	12	12	2018	Bahrain	J	1815	0.504166667
4	M516	516	12	12	2018	Cambodia	J	1812	0.503333333
4	M517	517	12	12	2018	Taji	J	1810	0.502777778
4	M518	518	12	12	2018	Pakistan	J	1817	0.504722222
4	M519	519	12	12	2018	Syria	J	1814	0.503888889
5	M520	520	12	12	2018	Mongolei	J	1812	0.503333333
5	M521	521	12	12	2018	Armenia	J	1818	0.505
4	M522	522	12	12	2018	Kasachstan	J	1813	0.503611111
4	M523	523	12	12	2018	Afganistan	J	1832	0.508888889
5	P372	372	17	12	2018	Tortuga	F	1852	0.514444444
5	P373	373	17	12	2018	Pinos	F	1845	0.5125
5	P374	374	17	12	2018	Mayaguana	F	1860	0.516666667
5	P375	375	17	12	2018	Bonacca	F	1863	0.5175
5	P376	376	17	12	2018	Caicos	F	1860	0.516666667
4	P377	377	17	12	2018	Lucia	F	1871	0.519722222
5	M524	524	13	12	2018	Bonacca	F	1815	0.504166667
4	M525	525	13	12	2018	Tortuga	F	1873	0.520277778
5	M526	526	13	12	2018	Lucia	F	1816	0.504444444
5	M527	527	13	12	2018	Pinos	F	1833	0.509166667
5	M528	528	11	12	2018	Paros	A	1815	0.504166667
5	M529	529	11	12	2018	Isabella	A	1815	0.504166667
5	M530	530	11	12	2018	Luzon	A	1816	0.504444444
5	M531	531	11	12	2018	Lefkada	A	1827	0.5075
3	M532	532	11	12	2018	Thassos	A	1875	0.520833333
5	B1	1	13	1	2019	Bonacca	F	1758	0.488333333
5	B2	2	13	1	2019	Latalata	B	1831	0.508611111
5	B3	3	13	1	2019	Jaco	B	1846	0.512777778
5	B4	4	13	1	2019	Adonara	B	1830	0.508333333
5	B5	5	13	1	2019	Oman	B	1802	0.500555556
5	B6	6	14	1	2019	Kasachstan	J	1830	0.508333333
4	B7	7	14	1	2019	Mongolei	J	1835	0.509722222
5	B8	8	14	1	2019	Armenia	J	1790	0.497222222
5	B10	10	14	1	2019	Thassos	A	1831	0.508611111
6	B11	11	14	1	2019	Isabella	A	1794	0.498333333
6	B12	12	14	1	2019	Luzon	A	1811	0.503055556
6	B13	13	14	1	2019	Lefkada	A	1798	0.499444444
6	B14	14	14	1	2019	Paros	A	1798	0.499444444
5	B15	15	15	1	2019	Armenia	J	1800	0.5
5	B16	16	15	1	2019	Afganistan	J	1796	0.498888889
4	B17	17	15	1	2019	Cambodia	J	1832	0.508888889
5	B18	18	16	1	2019	Aloha	B	1831	0.508611111
5	B19	19	16	1	2019	Bora	B	1801	0.500277778
5	B20	20	16	1	2019	Latalata	B	1800	0.5
4	B21	21	16	1	2019	Jaco	B	1791	0.4975
5	B22	22	16	1	2019	Oman	B	1817	0.504722222
5	M533	533	22	1	2019	Oman	B	1811	0.503055556
5	M534	534	22	1	2019	Aloha	B	1811	0.503055556
6	M535	535	22	1	2019	Jaco	B	1829	0.508055556
5	M536	536	23	1	2019	Mayaguana	F	1816	0.504444444
6	M537	537	23	1	2019	Bonacca	F	1817	0.504722222
6	M538	538	23	1	2019	Pinos	F	1816	0.504444444
5	M539	539	23	1	2019	Lucia	F	1815	0.504166667
4	M540	540	23	1	2019	Tortuga	F	1866	0.518333333
4	M541	541	23	1	2019	Caicos	F	1860	0.516666667
6	Ti318	318	29	1	2019	Aloha	B	1823	0.506388889
5	Ti319	319	29	1	2019	Bora	B	1808	0.502222222
5	Ti320	320	29	1	2019	Latalata	B	1808	0.502222222
6	Ti321	321	29	1	2019	Oman	B	1837	0.510277778
5	Ti322	322	29	1	2019	Rinca	B	1803	0.500833333
6	Ti323	323	29	1	2019	Tortuga	F	1803	0.500833333
6	Ti324	324	30	1	2019	Pinos	F	1849	0.513611111
5	Ti325	325	30	1	2019	Lucia	F	1808	0.502222222
6	Ti326	326	30	1	2019	Tortuga	F	1805	0.501388889
6	Ti327	327	30	1	2019	Bonacca	F	1808	0.502222222
6	Ti328	328	30	1	2019	Caicos	F	1841	0.511388889
4	Ti329	329	30	1	2019	Mayaguana	F	1808	0.502222222
5	Ti330	330	30	1	2019	Latalata	B	1810	0.502777778
5	Ti331	331	30	1	2019	Jaco	B	1813	0.503611111
6	Ti332	332	30	1	2019	Adonara	B	1810	0.502777778
5	Ti333	333	30	1	2019	Oman	B	1808	0.502222222
